id,text,pub_date,relevance
1252316211209175040,@CarnivalCruise so when u say 100 percent future cruise credit do you mean the full amount of a future cruise or full credit of what I’ve already paid?,2020-04-20 19:20:26+00:00,0
1252100286212182018,Hey @CarnivalCruise can y’all offer me a free drink package as incentive to pay off my cruise? 😅,2020-04-20 05:02:25+00:00,1
1251875317326675968,@CarnivalCruise @Norwegian @PrincessCruises @HALcruises @CelebrityCruise please support the antivaxxers and trump supporters protesting the lockdown. Ask @POTUS to open up cruise lines specifically for his supporters and non-essential government workers.,2020-04-19 14:08:29+00:00,0
1251391364929126401,RT @cmjax88: @CarnivalCruise I had a cruise cancelled and rebooked with FCC and filled out the form. I paid for the new cruise and was wond…,2020-04-18 06:05:25+00:00,0
1251213454821728262,RT @ForbesLife: .@CarnivalCruise has canceled all cruises through June 26: https://t.co/Knu5ysXfjV https://t.co/BnUKA9xL0g,2020-04-17 18:18:28+00:00,1
1251211027246731264,@lavenderrwave @CarnivalCruise Jesus. What the fuck is wrong with Carnival? Not ever booking a cruise with them.,2020-04-17 18:08:49+00:00,1
1251097783228076032,"@CarnivalCruise where’s my refund 😡 my cruise has been cancelled for over a month i contacted customer service 2-3 weeks ago about this and They said my request was never processed. Excursions were supposed to be in my account in 5-7 bus days, and definitely aren’t. $2k+ missing",2020-04-17 10:38:50+00:00,0
1251132027413254145,"RT @BombshellDAILY: SAUDI KING BAILS OUT TRUMP CONNECTED CRUISE COMPANY
Just one of many payoff schemes showing who is really 
in charge of…",2020-04-17 12:54:54+00:00,1
1251130605586149380,"@travisakers @CarnivalCruise Worth noting that’s not a carnival cruise ship. Also no passengers they can’t afford port fees for an empty ship so they swing by to get provisions and anchor out, mostly in the Bahamas.",2020-04-17 12:49:15+00:00,1
1251129548764299265,⁦@CarnivalCruise⁩ I hope they get sued under! They dump trash in the ocean and coral reefs are bleaching because Carnival Cruise’s irresponsibility. They pay fines because it’s cheaper than disposing of waste correctly.⁦⁦@BernieSanders⁩  https://t.co/DtKbVrMtaj,2020-04-17 12:45:03+00:00,1
1251128687036071937,"RT @BombshellDAILY: SAUDI KING BAILS OUT TRUMP CONNECTED CRUISE COMPANY
Just one of many payoff schemes showing who is really 
in charge of…",2020-04-17 12:41:38+00:00,1
1251119456555802626,"RT @AubreyATN: .@CruiseNorwegian piece of shit! DO THE SAME LIKE @RoyalCaribbean 
NO CRUISE IN VANCOUVER UNTIL JULY 01. DO IT, DO IT! I’m v…",2020-04-17 12:04:57+00:00,1
1251119343615856640,".@CruiseNorwegian piece of shit! DO THE SAME LIKE @RoyalCaribbean 
NO CRUISE IN VANCOUVER UNTIL JULY 01. DO IT, DO IT! I’m very upset!
Help @JustinTrudeau @VancouverSun @TwitterCanada @CelebrityCruise @PrincessCruises @CarnivalCruise @MSCCruisesUSA @DisneyCruise @CDCgov @WHO https://t.co/wob1rE5SVF",2020-04-17 12:04:30+00:00,1
1251115317805359105,Carnival Executives knew they had a covid 19 problem but kept the party going anyhow. Another example of greed and profit over safety. Should the executives be held criminally responsible? @CarnivalCruise https://t.co/LwSdaAkz4D,2020-04-17 11:48:31+00:00,1
1251109656468086784,@CarnivalCruise I hope this ends the disease filled cruise industry for good. No one needs this. Bankruptcy will be forthcoming.,2020-04-17 11:26:01+00:00,1
1251107838753153026,"RT @ljayes: Another 2 deaths in NSW today. 

Both were passengers onboard the Ruby Princess cruise ship. 

Still no apology from @CarnivalC…",2020-04-17 11:18:47+00:00,1
1251065735205605376,Carnival extends sailing suspension https://t.co/PInakFU4la  #cruise #Carnival @carnivalcruise,2020-04-17 08:31:29+00:00,1
1251057948945715200,"@DjangoGoddess @CarnivalCruise My cruise was cancelled on 3/13, just shy of 48 hours before sailing 3/15, because all cruises were halted. I completed the online form to request the refund the same day. It took about 35 days. We were told 30 - 90 days so they held true to the early end of that.",2020-04-17 08:00:33+00:00,1
1251211215826812933,RT @craigtimes: Execs of #Florida-based @CarnivalCruise knew they had a #coronavirus problem -- but they kept the party going. https://t.co…,2020-04-17 18:09:34+00:00,1
1251210330631483393,RT @craigtimes: Execs of #Florida-based @CarnivalCruise knew they had a #coronavirus problem -- but they kept the party going. https://t.co…,2020-04-17 18:06:03+00:00,1
1251210249262043138,RT @craigtimes: Execs of #Florida-based @CarnivalCruise knew they had a #coronavirus problem -- but they kept the party going. https://t.co…,2020-04-17 18:05:44+00:00,1
1251208990979063810,RT @ForbesLife: .@CarnivalCruise has canceled all cruises through June 26: https://t.co/Knu5ysXfjV https://t.co/BnUKA9xL0g,2020-04-17 18:00:44+00:00,1
1251208448416583680,.@CarnivalCruise has canceled all cruises through June 26: https://t.co/Knu5ysXfjV https://t.co/BnUKA9xL0g,2020-04-17 17:58:35+00:00,1
1251207820479008768,Execs of #Florida-based @CarnivalCruise knew they had a #coronavirus problem -- but they kept the party going. https://t.co/oh0zsp8mJk via @AustinCarr,2020-04-17 17:56:05+00:00,1
1251205539595530240,RT @Daily_Express: Cruise boss for @CarnivalCruise and @PrincessCruises admits holidaymakers will ‘think twice’ about going on a #cruise af…,2020-04-17 17:47:01+00:00,1
1251205413699289090,Cruise boss for @CarnivalCruise and @PrincessCruises admits holidaymakers will ‘think twice’ about going on a #cruise after #coronavirus  https://t.co/xIAm7xwMEL https://t.co/lNDJlR6cVy,2020-04-17 17:46:31+00:00,1
1251202427157610498,RT @TaraRen87942599: @CarnivalCruise I won’t be rebooking with Carnival. My cousin cancelled her cruise and got her refund in a week. ON RO…,2020-04-17 17:34:39+00:00,1
1251202365371191296,RT @TravisHyatt85: @CarnivalCruise GIVE ME BACK MY FUCKING MONEY FROM MY CRUISE CANCELED IN MARCH! You guys arenliterallynhokding my money…,2020-04-17 17:34:24+00:00,1
1251201867880824833,RT @MrsJennaPeacock: @CarnivalCruise When will we get our previous refunds? This is the second time my cruise has been cancelled and I resc…,2020-04-17 17:32:26+00:00,1
1251201703917105156,"@CarnivalCruise #Covid19Party #CarnivalCruise  knew #DidNothing
Carnival kept people partying on its cruise ships even as the coronavirus spread. Dozens have died, and the #lawsuits are just beginning. #Investor take note #TheShipIsSinking #GetOutNow #BadInvestment don't go #DownWithTheShip https://t.co/YEM0OxawKP",2020-04-17 17:31:47+00:00,1
1251198821675282432,@CarnivalCruise Why do I feel guilty to say I’m looking forward to normal service resuming to enjoy my cancelled cruise later in the year.    Help NHS stay safe !! stay at home !!,2020-04-17 17:20:19+00:00,1
1251190545956974593,"Carnival Cruise Line extends cancellations.

https://t.co/YAn5nOgj56

@CarnivalCruise https://t.co/YzEKe40dBg",2020-04-17 16:47:26+00:00,1
1251179765962289153,@CarnivalCruise You could at LEAST send an email update with that information. You sent an email almost every week prior about the big fun I would have on the cruise....,2020-04-17 16:04:36+00:00,1
1251176678241468417,@CarnivalCruise  You are holding my money for a cruise i cannot go on. I followed YOUR email instructions and I want my money back just like you took it.  You had me cancel and request a refund on 3/30 and I still haven't heard ONE thing back from you AND . I need ANSWERS.,2020-04-17 15:52:20+00:00,1
1251176561757130754,"@emmawatts317 @cruisemarsh @cruise_lowdown @CruiseAddictMag @emmacruises @shipmonk @paulandcarole @MandMsTravels @visitwithrich @BubbasCruising @AntonyParadiso @MSC_Crociere @MSC_Cruises_UK @pandocruises @cunardline @CarnivalCruise @PrincessCruises Take a number, Emma 😆",2020-04-17 15:51:52+00:00,1
1251176133405573126,@emmawatts317 @cruise_lowdown @CruiseAddictMag @emmacruises @shipmonk @paulandcarole @MandMsTravels @visitwithrich @BubbasCruising @AntonyParadiso @MSC_Crociere @MSC_Cruises_UK @pandocruises @cunardline @CarnivalCruise @PrincessCruises Thanks - you too 👍 👍,2020-04-17 15:50:10+00:00,1
1251175886096871430,@cruisemarsh @cruise_lowdown @CruiseAddictMag @emmacruises @shipmonk @paulandcarole @MandMsTravels @visitwithrich @BubbasCruising @AntonyParadiso @MSC_Crociere @MSC_Cruises_UK @pandocruises @cunardline @CarnivalCruise @PrincessCruises Glad you’re safe and well 👍🏼👍🏼,2020-04-17 15:49:11+00:00,1
1251175751916769280,@emmawatts317 @cruise_lowdown @CruiseAddictMag @emmacruises @shipmonk @paulandcarole @MandMsTravels @visitwithrich @BubbasCruising @AntonyParadiso @MSC_Crociere @MSC_Cruises_UK @pandocruises @cunardline @CarnivalCruise @PrincessCruises Ah that's a shame - we are missing our ship fix too..although we are ok. 👍,2020-04-17 15:48:39+00:00,1
1251174858177810433,@cruisemarsh @cruise_lowdown @CruiseAddictMag @emmacruises @shipmonk @paulandcarole @MandMsTravels @visitwithrich @BubbasCruising @AntonyParadiso @MSC_Crociere @MSC_Cruises_UK @pandocruises @cunardline @CarnivalCruise @PrincessCruises Hey everyone 👋🏼 hope you are all ok and staying safe! We should’ve flown to Hamburg today to join Preziosa! Missing my ship fix 😭,2020-04-17 15:45:06+00:00,1
1251174162443513857,"#FridayCheckIn Cont......

@cruise_lowdown 
@CruiseAddictMag 
@emmacruises 
@emmawatts317 
@shipmonk 
@paulandcarole 
@MandMsTravels 
@visitwithrich 
@BubbasCruising 
@AntonyParadiso 
@MSC_Crociere 
@MSC_Cruises_UK 
@pandocruises 
@cunardline 
@CarnivalCruise 
@PrincessCruises",2020-04-17 15:42:20+00:00,1
1251159834595954691,"RT @ronhurtibise: Cruise lines try to replicate onboard fun virtually but unhappy customers are spoiling the party:
@SunSentinel @CarnivalC…",2020-04-17 14:45:24+00:00,1
1251157820067598336,"Cruise lines try to replicate onboard fun virtually but unhappy customers are spoiling the party:
@SunSentinel @CarnivalCruise @RoyalCaribbean @CruiseNorwegian @CLIAGlobal 
https://t.co/R90Y4HUDFh",2020-04-17 14:37:24+00:00,1
1251145294776946691,"RT @BombshellDAILY: SAUDI KING BAILS OUT TRUMP CONNECTED CRUISE COMPANY
Just one of many payoff schemes showing who is really 
in charge of…",2020-04-17 13:47:38+00:00,1
1251017364986093568,My family and I will NEVER cruise with @CarnivalCruise again. https://t.co/iBDOde3uPn,2020-04-17 05:19:17+00:00,1
1252301655292342281,@CarnivalCruise sooooo for airlines they are making exceptions for flyers into 2021 but your only making exceptions up until September?? Was just told I’d have to “forfeit” my deposit as my cruise hasn’t been “affected” yet.,2020-04-20 18:22:35+00:00,0
1252276973809700865,"@MarshalHolliday @SenSanders Yeah! Tell this to the airlines and cruise ship companies begging the government for a handout right now to save their butts. Go tell the CEOs of @AmericanAir and @CarnivalCruise that Kroger &amp; Walmart are hiring! No mooching off us taxpayers, they need to take responsibility!",2020-04-20 16:44:31+00:00,0
1252268831063658497,"It’s been 5 weeks since @CarnivalCruise canceled our cruise, yet no refund for the cruise, on-shore excursions, or prepaid gratuities🤬 even after submitting the refund request form immediately! Definitely won’t consider them for future vacations! #bs",2020-04-20 16:12:10+00:00,0
1252257713138077696,@CarnivalCruise a supervisor just hung up on me because she said she didn’t have time to wait for me to join the phone call w/my travel agent after Carnival cancelled my cruise! I waited for her for 25 min Courtesy is not a trait of carnival &amp; we will never cruise w/them again,2020-04-20 15:27:59+00:00,0
1251732732436254720,"@CarnivalCruise can you cancel a cruise in 2021 due to the coronavirus? not have to pay the $500 penalty fee, everyone in our family that was going on the cruise has cancel because of the virus and said the fee was wavier for them.",2020-04-19 04:41:54+00:00,0
1251680282077540352,@ANNBAXTER @sammymo2 @CarnivalCruise But what if you paid for cruise in full 2 months ago?,2020-04-19 01:13:28+00:00,0
1251568099595255808,"@ibiscool @kenvogel @CarnivalCruise I am from Miami too so I can understand that yes carnival and royal all cruise line employ a ton of our people. I don’t want anyone getting laid off, however Micky Arison is wort billions and doesn’t guarantee paid sick leave and wages aren’t exactly up to par for the majority of",2020-04-18 17:47:42+00:00,0
1251564712262762497,@CarnivalCruise ok carnival we need answer and we need them now are you going to cruise again in 2020 or not stop beating around the bush. Now your taking all your employees back to home country. We have paid for cruise in July and want answers if we r going or not.,2020-04-18 17:34:15+00:00,0
1251350705501323267,@CarnivalCruise Hey I am still waiting for the FCC but I paid for the cruise already in full with my debit card. Will they put the difference back onto my card?,2020-04-18 03:23:51+00:00,0
1252446876701425666,"@CarnivalCruise over a month later I am still waiting on my refund from a cruise I cancelled weeks before your announcement of ending all cruises. 

I have not received any funds in my account or a mailed check....",2020-04-21 03:59:39+00:00,1
1252444548975992832,"@JuliaAngelenPR @CarnivalCruise wonder if it will just lead to another one of these 😉
""After carefully highlighting Carnival brand improvements,... Carnival brought in a dynamic change agent: a new CEO to tell the corporate story – Arnold Donald.""

https://t.co/gk0avgYQ1U",2020-04-21 03:50:24+00:00,1
1252422822011432963,You assume this means even more pressure now on @stevenmnuchin1 to come up with support for non-USA HQed but very USA market focused cruise operators like @CarnivalCruise https://t.co/g8QoUPGDQ8,2020-04-21 02:24:04+00:00,1
1252419094218858496,"Hey @CarnivalCruise, why am I being penalized for proactively canceling my June Alaska cruise  due to COVID-19 concerns? I’m stuck with a FCC I can’t use while my friends who waited 3 weeks to cancel are promised full refunds. Please just refund my $$.",2020-04-21 02:09:15+00:00,1
1252408804861329408,"RT @zachweinberg: Hi @CarnivalCruise @CruiseNorwegian -

I'd like to make a large cruise reservation. The Weinberg party of 2m barrels of o…",2020-04-21 01:28:22+00:00,1
1252407325404487681,When are the cruise lines opening 🚢 @CarnivalCruise  I MISS YALL 😭,2020-04-21 01:22:29+00:00,1
1252376978516131841,@CarnivalCruise I am trying to book a cruise but my postal code (I am Canadian) keeps flagging as wrong and denying payment. CC companies say there is nothing wrong How do I fix it? My account on line shows correct #.,2020-04-20 23:21:54+00:00,1
1252375558769393665,@CarnivalCruise will we receive any confirmation from you after selecting the cruise credit?,2020-04-20 23:16:15+00:00,1
1252358558118637568,@MiamiHerald Prayers for all. What happens to these cruise workers families??  @CarnivalCruise who owns @RoyalCaribbean have handled this all do badly.,2020-04-20 22:08:42+00:00,1
1252353971005448192,It’s completely unacceptable that @CarnivalCruise has not refunded us for our cruise that THEY canceled almost 2 months ago 😡,2020-04-20 21:50:28+00:00,1
1252346086024339461,"@CarnivalCruise I have an idea to make all your lost money back, use your idle cruise ships to store /CL at negative prices! #CrudeOil $USO solutions #WinWin",2020-04-20 21:19:09+00:00,1
1252337736058470401,"@CarnivalCruise 30 to 60 days for a refund to be issued for a cruise that you cancelled is absolutely unacceptable, I understand that by holding g the money your stocks don't drop, but come on!!!",2020-04-20 20:45:58+00:00,1
1252328866674290688,"RT @zachweinberg: Hi @CarnivalCruise @CruiseNorwegian -

I'd like to make a large cruise reservation. The Weinberg party of 2m barrels of o…",2020-04-20 20:10:43+00:00,1
1252321418043428864,"RT @CruiseGuy: Lots of ""uninformed"" speculation about current crew life on #cruise ships. Check out video from crew on on @CarnivalCruise #…",2020-04-20 19:41:07+00:00,1
1252318681914175488,"@LonnieScott @CarnivalCruise Oh, it'll probably show up soon.  Backdated.  Like the refund I got, AND DIDN'T REQUEST.  I wanted the FCC and OBC, but basically they told me too bad, we gave you a refund.  Obviously @CarnivalCruise prefers I go to another cruise line.",2020-04-20 19:30:15+00:00,1
1252318280276078593,"@RobinFicklin @CarnivalCruise Well, we requested the Future Cruise Credit with the promised OBC, but this weekend a refund showed up (backdated 2 weeks oh by the way). Just spent over an hour on the phone with them to try to find out why they didn't honor my request, to be told ""too bad."" @CarnivalCruise lies",2020-04-20 19:28:39+00:00,1
1252308606319562759,"Hi @CarnivalCruise @CruiseNorwegian -

I'd like to make a large cruise reservation. The Weinberg party of 2m barrels of oil. 

Thanks,

Zach",2020-04-20 18:50:13+00:00,1
1252305510721679366,"RT @CruiseGuy: Lots of ""uninformed"" speculation about current crew life on #cruise ships. Check out video from crew on on @CarnivalCruise #…",2020-04-20 18:37:55+00:00,1
1252297330394648576,"Hey @CarnivalCruise, explain this:

-60% off sale! Ends 5/15!
-Selects cruise for $160 pp
-IN CHECKOUT price increases to $229
-""sorry your offer has expired :(""
-repeat process, STILL ADVERTISED for $160 pp

Am I missing something?? This is shady, makes me not want to cruise w/u",2020-04-20 18:05:24+00:00,1
1251138549891469315,@CarnivalCruise Line knew it had a #COVID19 problem. They kept going anyway. https://t.co/NAGrpe8jXc,2020-04-17 13:20:49+00:00,1
1252296463687864320,"It is really frustrating that @CarnivalCruise expects a customer to pay for their cruise by a certain date, but when the cruise is cancelled, Carnival takes FOREVER to refund someone. Been weeks and weeks and still NO REFUND issued. #carnivalcruises",2020-04-20 18:01:58+00:00,1
1252292329031045120,"If I filled out the forms you emailed to have my cruise acct funded for a future date +$600 on board credit..

Why am I receiving an email saying that you're refunding my form of payment instead??? @CarnivalCruise https://t.co/aWei1v6g7a",2020-04-20 17:45:32+00:00,1
1252284167418593290,".@CarnivalCruise: ""Sure, we don't pay taxes, but we deserve a bailout because we're improving our sanitation"" ???????
https://t.co/sph38H2zkY https://t.co/FPNmRA1z7K",2020-04-20 17:13:06+00:00,1
1252277320632668160,@CarnivalCruise I want to make sure your customers read this... 😔😘 https://t.co/CILIoWZ3r2 https://t.co/R8X4aetnXZ,2020-04-20 16:45:54+00:00,1
1252276919447494657,"@GbOW_ @CarnivalCruise Have you read this?
https://t.co/CILIoWZ3r2 https://t.co/yszycv9Zv5",2020-04-20 16:44:18+00:00,1
1252275706718978054,@CarnivalCruise  Would like to tell you and all your employees thank you for adapting to these bad times. Our cruise got canceled due to covid-19 but your emails and calling center employees are making the process go easy and smoothly to rebook. A very happy customer.,2020-04-20 16:39:29+00:00,1
1252275619779555328,I hope the new cruise class will do some world cruises  or longer cruises soon @CarnivalCruise https://t.co/8JL9WnRMqw,2020-04-20 16:39:08+00:00,1
1252266945723973632,It’s been 38 days since my cruise was canceled and I still have yet to get my money back @CarnivalCruise even though you emailed me saying it’ll take 7-10 business days. Plus your reps keep calling me asking to rebook but I CANT until I get my refund. What’s going on?!,2020-04-20 16:04:40+00:00,1
1252264972811460608,"RT @CruiseGuy: Lots of ""uninformed"" speculation about current crew life on #cruise ships. Check out video from crew on on @CarnivalCruise #…",2020-04-20 15:56:50+00:00,1
1252263585079795713,"Marketing parameters like these are next for the cruise industry. Soon @RCLcorp, @CarnivalCruise, @CruiseNorwegian et al. will be including antibacterial elevator buttons and air circulation in their advertising campaigns. https://t.co/66vM24uu8w",2020-04-20 15:51:19+00:00,1
1252259687975845890,"Enhancing its Onboard with You pledge to travel advisors, Carnival Cruise Line has announced it will pay an additional 1 percent bonus commission on new bookings and it will maintain  commission rates for 2021. Learn more: https://t.co/wGAFCOtZgs

@CarnivalCruise #cruise #travel https://t.co/AgNy7rFF2i",2020-04-20 15:35:50+00:00,1
1252256741149949953,@CarnivalCruise you are garbage! Canceled my cruise when #COVID hit. Told I would get my refund in 10-15 business days.  That was a month ago.  Just called to ask where my refund is...was told it will take 90 days.  You suck!,2020-04-20 15:24:07+00:00,1
1252248384129437696,@CruiseGuy @CarnivalCruise Well of course @CarnivalCruise is not going to show the full picture on a video they CREATED. I have heard from crew members I know personally on various cruise lines and it is not some amazing “Paradise”. This is simply another cruise line controlling the narrative,2020-04-20 14:50:55+00:00,1
1252248105380126723,"RT @CruiseGuy: Lots of ""uninformed"" speculation about current crew life on #cruise ships. Check out video from crew on on @CarnivalCruise #…",2020-04-20 14:49:48+00:00,1
1252241432380915712,"RT @CruiseGuy: Lots of ""uninformed"" speculation about current crew life on #cruise ships. Check out video from crew on on @CarnivalCruise #…",2020-04-20 14:23:17+00:00,1
1252238195728711681,"Lots of ""uninformed"" speculation about current crew life on #cruise ships. Check out video from crew on on @CarnivalCruise #CarnivalValor. https://t.co/HMqxEwrQqn",2020-04-20 14:10:25+00:00,1
1252233321204965383,RT @SeatradeInsider: .@CarnivalCruise + sister North American brands (@HALcruises @PrincessCruises @CostaCruises @SeabournCruise) hold #tra…,2020-04-20 13:51:03+00:00,1
1252231994362060801,".@CarnivalCruise + sister North American brands (@HALcruises @PrincessCruises @CostaCruises @SeabournCruise) hold #traveladvisors' 2020 commission levels through 2021. Plus, @CarnivalCruise pays 1% bonus for agent online bookings through June + more ... https://t.co/2DEaB0jxuw",2020-04-20 13:45:47+00:00,1
1252224257003786240,RT @cruisetotravel: Carnival CEO Arnold Donald talks about the cruise industry in the age of pandemics https://t.co/Dt6eSauFLo #cruise #tra…,2020-04-20 13:15:02+00:00,1
1252221794314006528,"Carnival’s executives knew earlier than most just how bad the coronavirus problem was. They kept the party going as long as possible. Carnival, the largest #cruise company in terms of market share, is incorporated in Panama. https://t.co/6ZQiCGWoDQ @BW @CarnivalCruise #COVID19",2020-04-20 13:05:15+00:00,1
1252215525792534530,RT @Tom_M67: @AWoz @CarnivalCruise Still waiting for my refund too! Do what is right soon or you will lose many valued customers in the fut…,2020-04-20 12:40:21+00:00,1
1252193663196835840,RT @The_London_Lady: Not only the filth and damage that ships emit  - is the #cruise industry finally out of its depth? https://t.co/TDBYvH…,2020-04-20 11:13:28+00:00,1
1252189352328925184,"During a typical one-week voyage, a large cruise ship (with 3,000 passengers and crew) is estimated to generate 210,000 US gallons (790,000 L) of sewage @CarnivalCruise #cruise",2020-04-20 10:56:20+00:00,1
1252185101363970048,RT @The_London_Lady: Not only the filth and damage that ships emit  - is the #cruise industry finally out of its depth? https://t.co/TDBYvH…,2020-04-20 10:39:27+00:00,1
